Game_Loop,Minerals,Vespene,Workers,Ideal,Barracks,Action_ID
16.0,50,0,12,16,0,27
32.0,50,0,12,16,0,10
48.0,50,0,12,16,0,11
64.0,50,0,12,16,0,41
80.0,50,0,12,16,0,29
96.0,50,0,12,16,0,27
112.0,50,0,12,16,0,41
128.0,55,0,12,16,0,3
144.0,60,0,12,16,0,40
160.0,80,0,12,16,0,21
176.0,95,0,12,16,0,2
192.0,100,0,12,16,0,35
208.0,105,0,12,16,0,29
224.0,110,0,12,16,0,27
240.0,115,0,12,16,0,12
256.0,115,0,12,16,0,12
272.0,130,0,12,16,0,12
288.0,145,0,12,16,0,12
304.0,155,0,12,16,0,12
320.0,165,0,12,16,0,12
336.0,170,0,12,16,0,12
352.0,170,0,12,16,0,23
368.0,175,0,12,16,0,29
384.0,185,0,12,16,0,37
400.0,205,0,12,16,0,23
416.0,210,0,12,16,0,40
432.0,220,0,12,16,0,41
448.0,230,0,12,16,0,41
464.0,230,0,12,16,0,18
480.0,240,0,12,16,0,36
496.0,245,0,12,16,0,5
512.0,250,0,12,16,0,41
528.0,265,0,12,16,0,22
544.0,275,0,12,16,0,30
560.0,285,0,12,16,0,7
576.0,290,0,12,16,0,7
592.0,300,0,12,16,0,7
608.0,305,0,12,16,0,7
624.0,305,0,12,16,0,7
640.0,320,0,12,16,0,7
656.0,330,0,12,16,0,7
672.0,340,0,12,16,0,41
688.0,345,0,12,16,0,22
704.0,355,0,12,16,0,25
720.0,360,0,12,16,0,18
736.0,365,0,12,16,0,38
752.0,375,0,12,16,0,20
768.0,385,0,12,16,0,41
784.0,390,0,12,16,0,1
800.0,415,0,12,16,0,1
816.0,415,0,12,16,0,1
832.0,415,0,12,16,0,1
848.0,425,0,12,16,0,1
864.0,435,0,12,16,0,1
880.0,435,0,12,16,0,1
896.0,455,0,12,16,0,29
912.0,465,0,12,16,0,41
928.0,475,0,12,16,0,41
944.0,475,0,12,16,0,41
960.0,480,0,12,16,0,35
976.0,490,0,12,16,0,18
992.0,495,0,12,16,0,41
1008.0,510,0,12,16,0,41
1024.0,520,0,12,16,0,39
1040.0,525,0,12,16,0,41
1056.0,535,0,12,16,0,41
1072.0,540,0,12,16,0,36
1088.0,545,0,12,16,0,42
1104.0,560,0,12,16,0,6
1120.0,565,0,12,16,0,6
1136.0,575,0,12,16,0,6
1152.0,585,0,12,16,0,6
1168.0,590,0,12,16,0,6
1184.0,600,0,12,16,0,6
1200.0,600,0,12,16,0,6
1216.0,610,0,12,16,0,31
1232.0,620,0,12,16,0,23
1248.0,625,0,12,16,0,22
1264.0,640,0,12,16,0,34
1280.0,650,0,12,16,0,15
1296.0,655,0,12,16,0,18
1312.0,665,0,12,16,0,16
1328.0,670,0,12,16,0,41
1344.0,680,0,12,16,0,12
1360.0,680,0,12,16,0,12
1376.0,700,0,12,16,0,12
1392.0,710,0,12,16,0,12
1408.0,710,0,12,16,0,12
1424.0,720,0,12,16,0,12
1440.0,725,0,12,16,0,12
1456.0,735,0,12,16,0,41
1472.0,740,0,12,16,0,28
1488.0,745,0,12,16,0,33
1504.0,765,0,12,16,0,41
1520.0,775,0,12,16,0,24
1536.0,775,0,12,16,0,41
1552.0,785,0,12,16,0,35
1568.0,790,0,12,16,0,26
1584.0,800,0,12,16,0,32
1600.0,805,0,12,16,0,8
1616.0,805,0,12,16,0,4
1632.0,835,0,12,16,0,3
1648.0,835,0,12,16,0,41
1664.0,840,0,12,16,0,7
1680.0,845,0,12,16,0,7
1696.0,855,0,12,16,0,7
1712.0,865,0,12,16,0,7
1728.0,870,0,12,16,0,7
1744.0,890,0,12,16,0,7
1760.0,900,0,12,16,0,7
1776.0,900,0,12,16,0,31
1792.0,905,0,12,16,0,26
1808.0,910,0,12,16,0,25
1824.0,925,0,12,16,0,23
1840.0,930,0,12,16,0,14
1856.0,930,0,12,16,0,35
1872.0,955,0,12,16,0,38
1888.0,960,0,12,16,0,41
1904.0,960,0,12,16,0,35
1920.0,970,0,12,16,0,37
1936.0,980,0,12,16,0,26
1952.0,985,0,12,16,0,6
1968.0,990,0,12,16,0,6
1984.0,1005,0,12,16,0,6
2000.0,1015,0,12,16,0,6
2016.0,1015,0,12,16,0,6
2032.0,1030,0,12,16,0,6
2048.0,1035,0,12,16,0,6
2064.0,1045,0,12,16,0,41
2080.0,1050,0,12,16,0,11
2096.0,1050,0,12,16,0,11
2112.0,1075,0,12,16,0,11
2128.0,1080,0,12,16,0,11
2144.0,1085,0,12,16,0,11
2160.0,1090,0,12,16,0,11
2176.0,1100,0,12,16,0,11
2192.0,1110,0,12,16,0,41
2208.0,1110,0,12,16,0,27
2224.0,1115,0,12,16,0,7
2240.0,1145,0,12,16,0,7
2256.0,1145,0,12,16,0,7
2272.0,1145,0,12,16,0,7
2288.0,1155,0,12,16,0,7
2304.0,1170,0,12,16,0,7
2320.0,1170,0,12,16,0,7
2336.0,1170,0,12,16,0,41
2352.0,1195,0,12,16,0,39
2368.0,1205,0,12,16,0,31
2384.0,1205,0,12,16,0,12
2400.0,1205,0,12,16,0,12
2416.0,1225,0,12,16,0,12
2432.0,1230,0,12,16,0,12
2448.0,1240,0,12,16,0,12
2464.0,1245,0,12,16,0,12
2480.0,1260,0,12,16,0,12
2496.0,1265,0,12,16,0,27
2512.0,1270,0,12,16,0,41
2528.0,1270,0,12,16,0,29
2544.0,1295,0,12,16,0,12
2560.0,1300,0,12,16,0,12
2576.0,1300,0,12,16,0,12
2592.0,1315,0,12,16,0,12
2608.0,1320,0,12,16,0,12
2624.0,1330,0,12,16,0,12
2640.0,1330,0,12,16,0,12
2656.0,1335,0,12,16,0,41
2672.0,1360,0,12,16,0,40
2688.0,1360,0,12,16,0,36
2704.0,1360,0,12,16,0,41
2720.0,1375,0,12,16,0,41
2736.0,1385,0,12,16,0,40
2752.0,1395,0,12,16,0,24
2768.0,1400,0,12,16,0,41
2784.0,1415,0,12,16,0,15
2800.0,1415,0,12,16,0,24
2816.0,1420,0,12,16,0,39
2832.0,1440,0,12,16,0,33
2848.0,1445,0,12,16,0,13
2864.0,1450,0,12,16,0,13
2880.0,1455,0,12,16,0,13
2896.0,1460,0,12,16,0,13
2912.0,1475,0,12,16,0,13
2928.0,1475,0,12,16,0,13
2944.0,1485,0,12,16,0,13
2960.0,1505,0,12,16,0,6
2976.0,1510,0,12,16,0,6
2992.0,1515,0,12,16,0,6
3008.0,1515,0,12,16,0,6
3024.0,1530,0,12,16,0,6
3040.0,1535,0,12,16,0,6
3056.0,1540,0,12,16,0,6
3072.0,1560,0,12,16,0,13
3088.0,1570,0,12,16,0,13
3104.0,1575,0,12,16,0,13
3120.0,1575,0,12,16,0,13
3136.0,1575,0,12,16,0,13
3152.0,1595,0,12,16,0,13
3168.0,1605,0,12,16,0,13
3184.0,1610,0,12,16,0,5
3200.0,1630,0,12,16,0,23
3216.0,1635,0,12,16,0,9
3232.0,1635,0,12,16,0,19
3248.0,1635,0,12,16,0,39
3264.0,1650,0,12,16,0,41
3280.0,1660,0,12,16,0,2
3296.0,1665,0,12,16,0,2
3312.0,1680,0,12,16,0,2
3328.0,1690,0,12,16,0,2
3344.0,1695,0,12,16,0,2
3360.0,1695,0,12,16,0,2
3376.0,1710,0,12,16,0,2
3392.0,1715,0,12,16,0,39
3408.0,1725,0,12,16,0,41
3424.0,1735,0,12,16,0,41
3440.0,1745,0,12,16,0,11
3456.0,1750,0,12,16,0,11
3472.0,1765,0,12,16,0,11
3488.0,1765,0,12,16,0,11
3504.0,1775,0,12,16,0,11
3520.0,1780,0,12,16,0,11
3536.0,1790,0,12,16,0,11
3552.0,1795,0,12,16,0,33
3568.0,1805,0,12,16,0,30
3584.0,1820,0,12,16,0,24
3600.0,1825,0,12,16,0,24
3616.0,1830,0,12,16,0,4
3632.0,1840,0,12,16,0,26
3648.0,1840,0,12,16,0,7
3664.0,1850,0,12,16,0,7
3680.0,1870,0,12,16,0,7
3696.0,1875,0,12,16,0,7
3712.0,1880,0,12,16,0,7
3728.0,1885,0,12,16,0,7
3744.0,1895,0,12,16,0,7
3760.0,1900,0,12,16,0,1
3776.0,1900,0,12,16,0,1
3792.0,1920,0,12,16,0,1
3808.0,1935,0,12,16,0,1
3824.0,1935,0,12,16,0,1
3840.0,1945,0,12,16,0,1
3856.0,1955,0,12,16,0,1
3872.0,1960,0,12,16,0,6
3888.0,1965,0,12,16,0,6
3904.0,1980,0,12,16,0,6
3920.0,1985,0,12,16,0,6
3936.0,1995,0,12,16,0,6
3952.0,2005,0,12,16,0,6
3968.0,2005,0,12,16,0,6
3984.0,2015,0,12,16,0,5
4000.0,2025,0,12,16,0,17
4016.0,2035,0,12,16,0,6
4032.0,2040,0,12,16,0,6
4048.0,2050,0,12,16,0,6
4064.0,2060,0,12,16,0,6
4080.0,2065,0,12,16,0,6
4096.0,2075,0,12,16,0,6
4112.0,2085,0,12,16,0,6
4128.0,2090,0,12,16,0,2
4144.0,2095,0,12,16,0,2
4160.0,2110,0,12,16,0,2
4176.0,2115,0,12,16,0,2
4192.0,2125,0,12,16,0,2
4208.0,2135,0,12,16,0,2
4224.0,2140,0,12,16,0,2
4240.0,2145,0,12,16,0,41
4256.0,2155,0,12,16,0,41
4272.0,2160,0,12,16,0,11
4288.0,2175,0,12,16,0,11
4304.0,2180,0,12,16,0,11
4320.0,2190,0,12,16,0,11
4336.0,2200,0,12,16,0,11
4352.0,2205,0,12,16,0,11
4368.0,2205,0,12,16,0,11
4384.0,2220,0,12,16,0,41
4400.0,2235,0,12,16,0,19
