4672.0,2230,0,12,0,0,2,63
4688.0,2245,0,12,0,0,2,63
4704.0,2250,0,12,0,0,2,63
4720.0,2265,0,12,0,0,2,63
4736.0,2270,0,12,0,0,2,63
4752.0,2270,0,12,0,0,2,63
4768.0,2285,0,12,0,0,2,63
4784.0,2290,0,12,0,0,2,63
4800.0,2300,0,12,0,0,2,63
4816.0,2315,0,12,0,0,2,63
4832.0,2315,0,12,0,0,2,63
4848.0,2325,0,12,0,0,2,63
4864.0,2335,0,12,0,0,2,63
4880.0,2335,0,12,0,0,2,63
4896.0,2345,0,12,0,0,2,63
4912.0,2360,0,12,0,0,2,63
4928.0,2370,0,12,0,0,2,63
4944.0,2375,0,12,0,0,2,63
4960.0,2380,0,12,0,0,2,63
4976.0,2395,0,12,0,0,2,63
4992.0,2395,0,12,0,0,45,21
5008.0,2395,0,12,0,0,2,63
5024.0,2370,0,12,0,0,14,63
5040.0,2375,0,12,0,0,2,63
5056.0,2385,0,12,0,0,45,63
5072.0,2385,0,12,0,0,14,63
5088.0,2400,0,12,0,0,2,63
5104.0,2405,0,12,0,0,2,63
5120.0,2410,0,12,0,0,2,63
5136.0,2420,0,12,0,0,2,63
5152.0,2425,0,12,0,0,2,63
5168.0,2440,0,12,0,0,2,63
5184.0,2450,0,12,0,0,2,63
5200.0,2455,0,12,0,0,2,63
5216.0,2460,0,12,0,0,2,63
5232.0,2470,0,12,0,0,2,63
5248.0,2475,0,12,0,0,2,63
5264.0,2480,0,12,0,0,2,63
5280.0,2495,0,13,0,0,2,63
5296.0,2505,0,13,0,0,2,63
5312.0,2510,0,13,0,0,2,63
5328.0,2525,0,13,0,0,2,63
5344.0,2530,0,13,0,0,2,63
5360.0,2530,0,13,0,0,2,63
5376.0,2540,0,13,0,0,2,63
5392.0,2540,0,13,0,0,2,63
5408.0,2560,0,13,0,0,2,63
5424.0,2575,0,13,0,0,2,63
5440.0,2580,0,13,0,0,2,63
5456.0,2590,0,13,0,0,2,63
5472.0,2595,0,13,0,0,2,63
5488.0,2595,0,13,0,0,2,63
5504.0,2605,0,13,0,0,2,63
5520.0,2620,0,13,0,0,2,63
5536.0,2630,0,13,0,0,2,63
5552.0,2645,0,13,0,0,2,63
5568.0,2655,0,13,0,0,2,63
5584.0,2655,0,13,0,0,2,63
5600.0,2655,0,13,0,0,2,63
5616.0,2665,0,13,0,0,2,63
5632.0,2670,0,13,0,0,2,63
5648.0,2690,0,13,0,0,2,63
5664.0,2700,0,13,0,0,2,63
5680.0,2710,0,13,0,0,2,63
5696.0,2720,0,13,0,0,2,63
5712.0,2720,0,13,0,0,2,63
5728.0,2725,0,13,0,0,2,63
